width,height,success or failure,time
320,22.5,1,0
640,22.5,1,0
320,49.5,1,0
320,67.5,1,0
320,34.5,1,0
640,34.5,1,0
480,49.5,1,0
800,67.5,1,0
800,49.5,1,0
480,34.5,1,0
320,22.5,1,0
640,67.5,1,0
480,22.5,1,0
800,67.5,1,0
320,34.5,1,0
640,49.5,1,0
480,49.5,1,0
480,67.5,1,0
800,22.5,1,0
640,34.5,1,0
800,49.5,1,0
320,49.5,1,0
640,22.5,1,0
800,34.5,1,0
320,67.5,1,0
640,67.5,1,0
480,22.5,1,0
640,49.5,1,0
800,67.5,1,0
480,49.5,1,0
480,67.5,1,0
320,67.5,1,0
320,22.5,1,0
640,22.5,1,0
640,34.5,1,0
800,22.5,1,0
480,34.5,1,0
800,49.5,1,0
800,34.5,1,0
320,49.5,1,0
320,34.5,1,0
640,22.5,1,0
480,49.5,1,0
640,34.5,1,0
800,67.5,1,0
320,22.5,1,0
320,67.5,1,0
640,49.5,1,0
480,34.5,1,0
480,67.5,1,0
480,22.5,1,0
800,49.5,1,0
640,67.5,1,0
800,22.5,1,0
800,34.5,1,0
320,49.5,1,0
320,34.5,1,0
480,22.5,1,0
800,49.5,1,0
320,67.5,1,0
480,49.5,1,0
320,22.5,1,0
640,34.5,1,0
800,34.5,1,0
480,67.5,1,0
800,22.5,1,0
320,34.5,1,0
320,49.5,1,0
800,67.5,1,0
480,34.5,1,0
640,67.5,1,0
640,22.5,1,0
640,49.5,1,0
width,height,success or failure,time
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
320,22.5,1,0
480,34.5,1,0
800,34.5,1,0
640,22.5,1,0
320,34.5,1,0
480,49.5,1,0
640,34.5,1,0
480,67.5,1,0
800,67.5,1,0
800,49.5,1,0
320,49.5,1,0
640,67.5,1,0
320,67.5,1,0
480,22.5,1,0
800,22.5,1,0
640,49.5,1,0
640,49.5,1,0
320,34.5,1,0
640,22.5,1,0
320,67.5,1,0
800,34.5,1,0
800,49.5,1,0
480,22.5,1,0
800,22.5,1,0
800,67.5,1,0
480,67.5,1,0
320,49.5,1,0
640,34.5,1,0
320,22.5,1,0
480,34.5,1,0
640,67.5,1,0
480,49.5,1,0
480,34.5,1,0
800,67.5,1,0
320,22.5,1,0
640,34.5,1,0
640,49.5,1,0
320,67.5,1,0
800,34.5,1,0
800,49.5,1,0
800,22.5,1,0
480,22.5,1,0
320,49.5,1,0
640,22.5,1,0
480,67.5,1,0
640,67.5,1,0
480,49.5,1,0
320,34.5,1,0
320,67.5,1,0
800,49.5,1,0
320,49.5,1,0
640,22.5,1,0
480,49.5,1,0
480,67.5,1,0
320,22.5,1,0
640,34.5,1,0
640,67.5,1,0
800,22.5,1,0
320,34.5,1,0
480,34.5,1,0
480,22.5,1,0
800,34.5,1,0
640,49.5,1,0
800,67.5,1,0
800,49.5,1,0
480,49.5,1,0
320,67.5,1,0
320,49.5,1,0
640,49.5,1,0
320,22.5,1,0
640,67.5,1,0
800,22.5,1,0
480,22.5,1,0
800,34.5,1,0
320,34.5,1,0
480,34.5,1,0
800,67.5,1,0
480,67.5,1,0
640,34.5,1,0
640,22.5,1,0
480,67.5,1,0
480,34.5,1,0
640,34.5,1,0
800,34.5,1,0
480,49.5,1,0
480,22.5,1,0
800,49.5,1,0
640,22.5,1,0
320,67.5,1,0
320,22.5,1,0
640,49.5,1,0
320,34.5,1,0
640,67.5,1,0
800,67.5,1,0
320,49.5,1,0
800,22.5,1,0
